  
 ------------------------
 2D Mesh Quality Measures
 ------------------------
  
Signed Area     Aspect Ratio    Condition       Edge Ratio      Jacobian        Minimum Angle   Maximum Angle   Area Sign       
      4.3264E-03      1.0617E+00      1.0065E+00      1.1195E+00      4.3086E-03      8.8771E+01      9.1201E+01      1.0000E+00
      4.0453E-03      1.0523E+00      1.0042E+00      1.0908E+00      3.9256E-03      8.8332E+01      9.2540E+01      1.0000E+00
      5.0186E-03      1.4456E+00      1.2909E+00      1.8855E+00      3.2848E-03      5.4496E+01      1.1914E+02      1.0000E+00
      3.2824E-03      1.0812E+00      1.0334E+00      1.1932E+00      2.7903E-03      8.2703E+01      1.0399E+02      1.0000E+00
      6.6153E-03      1.7004E+00      1.5968E+00      2.3080E+00      3.2407E-03      5.3119E+01      1.3687E+02      1.0000E+00
      4.3415E-03      1.0685E+00      1.0079E+00      1.1285E+00      4.3073E-03      8.8063E+01      9.1945E+01      1.0000E+00
      4.0900E-03      1.0688E+00      1.0083E+00      1.1087E+00      3.9287E-03      8.5606E+01      9.5205E+01      1.0000E+00
      4.4319E-03      1.0718E+00      1.0086E+00      1.1373E+00      4.3999E-03      8.8209E+01      9.1727E+01      1.0000E+00
      4.4408E-03      1.0850E+00      1.0106E+00      1.1505E+00      4.2804E-03      8.5335E+01      9.3771E+01      1.0000E+00
      3.3334E-03      1.0707E+00      1.0191E+00      1.1680E+00      2.8848E-03      8.5306E+01      1.0069E+02      1.0000E+00
      6.8814E-03      1.6924E+00      1.6250E+00      2.3406E+00      3.5002E-03      5.1550E+01      1.3626E+02      1.0000E+00
      5.3853E-03      1.5388E+00      1.3746E+00      2.0036E+00      3.3737E-03      5.0239E+01      1.2306E+02      1.0000E+00
      2.1085E-03      1.3558E+00      1.2726E+00      2.1582E+00      1.1728E-03      6.8253E+01      1.1665E+02      1.0000E+00
      5.6385E-03      1.1927E+00      1.0562E+00      1.3963E+00      5.2424E-03      8.4692E+01      9.3021E+01      1.0000E+00
      4.7926E-03      1.1123E+00      1.0208E+00      1.2228E+00      4.7214E-03      8.7090E+01      9.2294E+01      1.0000E+00
      4.6893E-03      1.3269E+00      1.1323E+00      1.4707E+00      3.9170E-03      7.1743E+01      1.1176E+02      1.0000E+00
      4.6243E-03      1.1132E+00      1.0213E+00      1.2239E+00      4.5506E-03      8.7665E+01      9.2990E+01      1.0000E+00
      2.1358E-03      1.3328E+00      1.3457E+00      2.1470E+00      1.1834E-03      7.1106E+01      1.1988E+02      1.0000E+00
      4.7196E-03      1.3212E+00      1.1176E+00      1.4927E+00      3.9741E-03      7.5361E+01      1.0764E+02      1.0000E+00
      4.6199E-03      1.1118E+00      1.0205E+00      1.2230E+00      4.5536E-03      8.7890E+01      9.1504E+01      1.0000E+00
      5.6658E-03      1.1958E+00      1.0600E+00      1.4014E+00      5.2462E-03      8.0884E+01      9.5675E+01      1.0000E+00
