  
 ------------------------
 2D Mesh Quality Measures
 ------------------------
  
Signed Area     Aspect Ratio    Condition       Edge Ratio      Jacobian        Minimum Angle   Maximum Angle   Area Sign       
      1.0450E-03      1.0302E+00      1.0016E+00      1.0580E+00      1.0394E-03      8.9365E+01      9.0468E+01      1.0000E+00
      1.0360E-03      1.0265E+00      1.0013E+00      1.0502E+00      1.0302E-03      8.9405E+01      9.0746E+01      1.0000E+00
      1.0128E-03      1.0192E+00      1.0007E+00      1.0367E+00      1.0105E-03      8.9774E+01      9.0258E+01      1.0000E+00
      1.0193E-03      1.0197E+00      1.0007E+00      1.0378E+00      1.0172E-03      8.9772E+01      9.0205E+01      1.0000E+00
      1.0081E-03      1.0156E+00      1.0004E+00      1.0302E+00      1.0070E-03      8.9894E+01      9.0110E+01      1.0000E+00
      1.0123E-03      1.0155E+00      1.0004E+00      1.0301E+00      1.0113E-03      8.9894E+01      9.0102E+01      1.0000E+00
      1.0241E-03      1.0175E+00      1.0006E+00      1.0352E+00      1.0237E-03      8.9953E+01      9.0060E+01      1.0000E+00
      1.0269E-03      1.0161E+00      1.0005E+00      1.0323E+00      1.0263E-03      8.9887E+01      9.0141E+01      1.0000E+00
      1.0165E-03      1.0143E+00      1.0004E+00      1.0282E+00      1.0160E-03      8.9960E+01      9.0036E+01      1.0000E+00
      1.0204E-03      1.0123E+00      1.0003E+00      1.0247E+00      1.0203E-03      8.9987E+01      9.0012E+01      1.0000E+00
      2.2358E-03      1.4344E+00      1.3018E+00      2.0460E+00      1.2941E-03      6.5063E+01      1.2331E+02      1.0000E+00
      2.3781E-03      1.4560E+00      1.3398E+00      2.0855E+00      1.4057E-03      6.1806E+01      1.2411E+02      1.0000E+00
      5.7253E-03      1.1139E+00      1.0264E+00      1.2447E+00      5.2704E-03      8.1831E+01      9.3863E+01      1.0000E+00
      4.9310E-03      1.2064E+00      1.0556E+00      1.2837E+00      4.3127E-03      7.7692E+01      1.0419E+02      1.0000E+00
      5.0352E-03      1.0792E+00      1.0133E+00      1.1767E+00      4.9196E-03      8.8865E+01      9.1652E+01      1.0000E+00
      4.9024E-03      1.0855E+00      1.0134E+00      1.1777E+00      4.7911E-03      8.9003E+01      9.1556E+01      1.0000E+00
      5.1235E-03      1.2107E+00      1.0554E+00      1.2823E+00      4.5017E-03      7.6614E+01      1.0390E+02      1.0000E+00
      6.3490E-03      1.0820E+00      1.0337E+00      1.2570E+00      5.4968E-03      7.9925E+01      9.6878E+01      1.0000E+00
      4.8905E-03      1.0668E+00      1.0103E+00      1.1540E+00      4.7963E-03      8.8851E+01      9.1252E+01      1.0000E+00
      4.7432E-03      1.0814E+00      1.0130E+00      1.1747E+00      4.4206E-03      8.6017E+01      9.3768E+01      1.0000E+00
      5.8561E-03      1.3586E+00      1.2618E+00      1.9013E+00      3.7095E-03      6.5799E+01      1.2020E+02      1.0000E+00
      3.6170E-03      1.1747E+00      1.0557E+00      1.3196E+00      2.9591E-03      8.0723E+01      1.0784E+02      1.0000E+00
      6.2332E-03      1.5988E+00      1.4154E+00      2.0290E+00      3.5265E-03      5.5989E+01      1.3196E+02      1.0000E+00
