  
 ------------------------
 2D Mesh Quality Measures
 ------------------------
  
Signed Area     Aspect Ratio    Condition       Edge Ratio      Jacobian        Minimum Angle   Maximum Angle   Area Sign       
      2.6423E-03      1.0424E+00      1.0033E+00      1.0673E+00      2.5539E-03      8.6178E+01      9.2897E+01      1.0000E+00
      2.5270E-03      1.0134E+00      1.0003E+00      1.0222E+00      2.5083E-03      8.9276E+01      9.0883E+01      1.0000E+00
      2.4526E-03      1.0283E+00      1.0024E+00      1.0532E+00      2.3686E-03      8.7038E+01      9.3887E+01      1.0000E+00
      3.2346E-03      1.4846E+00      1.3675E+00      2.0032E+00      2.0283E-03      5.2004E+01      1.2108E+02      1.0000E+00
      2.0079E-03      1.1008E+00      1.0286E+00      1.2359E+00      1.7262E-03      8.4921E+01      1.0199E+02      1.0000E+00
      4.1551E-03      1.7201E+00      1.6263E+00      2.3062E+00      2.1461E-03      5.0404E+01      1.3693E+02      1.0000E+00
      2.5224E-03      1.0045E+00      1.0000E+00      1.0090E+00      2.5223E-03      8.9997E+01      9.0003E+01      1.0000E+00
      2.5246E-03      1.0050E+00      1.0000E+00      1.0100E+00      2.5243E-03      8.9986E+01      9.0015E+01      1.0000E+00
      2.5221E-03      1.0045E+00      1.0000E+00      1.0089E+00      2.5220E-03      8.9993E+01      9.0007E+01      1.0000E+00
      2.5242E-03      1.0049E+00      1.0000E+00      1.0098E+00      2.5239E-03      8.9980E+01      9.0019E+01      1.0000E+00
      2.5283E-03      1.0058E+00      1.0001E+00      1.0116E+00      2.5280E-03      8.9974E+01      9.0030E+01      1.0000E+00
      2.5306E-03      1.0067E+00      1.0001E+00      1.0134E+00      2.5295E-03      8.9948E+01      9.0028E+01      1.0000E+00
      2.5282E-03      1.0056E+00      1.0001E+00      1.0113E+00      2.5280E-03      8.9969E+01      9.0026E+01      1.0000E+00
      2.5337E-03      1.0067E+00      1.0001E+00      1.0133E+00      2.5322E-03      8.9974E+01      9.0052E+01      1.0000E+00
      2.5226E-03      1.0108E+00      1.0002E+00      1.0187E+00      2.5083E-03      8.9669E+01      9.0491E+01      1.0000E+00
      2.4470E-03      1.0249E+00      1.0017E+00      1.0487E+00      2.3686E-03      8.7692E+01      9.3237E+01      1.0000E+00
      2.5546E-03      1.0134E+00      1.0003E+00      1.0237E+00      2.5397E-03      8.9474E+01      9.0367E+01      1.0000E+00
      2.6239E-03      1.0360E+00      1.0023E+00      1.0573E+00      2.5428E-03      8.6821E+01      9.2250E+01      1.0000E+00
      2.0043E-03      1.1016E+00      1.0324E+00      1.2379E+00      1.7190E-03      8.4085E+01      1.0284E+02      1.0000E+00
      4.1469E-03      1.7288E+00      1.6161E+00      2.3122E+00      2.1297E-03      5.0639E+01      1.3686E+02      1.0000E+00
      3.2110E-03      1.4725E+00      1.3508E+00      1.9900E+00      2.0208E-03      5.2772E+01      1.2030E+02      1.0000E+00
      2.5218E-03      1.0044E+00      1.0000E+00      1.0088E+00      2.5216E-03      8.9992E+01      9.0008E+01      1.0000E+00
      2.5236E-03      1.0048E+00      1.0000E+00      1.0096E+00      2.5233E-03      8.9979E+01      9.0020E+01      1.0000E+00
      2.5215E-03      1.0044E+00      1.0000E+00      1.0087E+00      2.5214E-03      8.9994E+01      9.0006E+01      1.0000E+00
      2.5231E-03      1.0047E+00      1.0000E+00      1.0093E+00      2.5228E-03      8.9985E+01      9.0016E+01      1.0000E+00
      2.5273E-03      1.0057E+00      1.0001E+00      1.0111E+00      2.5264E-03      8.9943E+01      9.0052E+01      1.0000E+00
      2.5322E-03      1.0070E+00      1.0001E+00      1.0133E+00      2.5293E-03      8.9837E+01      9.0136E+01      1.0000E+00
      2.5255E-03      1.0054E+00      1.0001E+00      1.0107E+00      2.5248E-03      8.9958E+01      9.0046E+01      1.0000E+00
      2.5261E-03      1.0064E+00      1.0001E+00      1.0122E+00      2.5234E-03      8.9883E+01      9.0143E+01      1.0000E+00
      2.5526E-03      1.0138E+00      1.0003E+00      1.0237E+00      2.5358E-03      8.9233E+01      9.0607E+01      1.0000E+00
      2.6216E-03      1.0365E+00      1.0026E+00      1.0573E+00      2.5382E-03      8.6479E+01      9.2590E+01      1.0000E+00
      2.5164E-03      1.0105E+00      1.0002E+00      1.0171E+00      2.4999E-03      8.9420E+01      9.0740E+01      1.0000E+00
      2.4398E-03      1.0246E+00      1.0022E+00      1.0511E+00      2.3587E-03      8.7316E+01      9.3615E+01      1.0000E+00
      3.2087E-03      1.4746E+00      1.3590E+00      1.9959E+00      2.0162E-03      5.2497E+01      1.2055E+02      1.0000E+00
      1.9976E-03      1.1036E+00      1.0306E+00      1.2420E+00      1.7157E-03      8.4612E+01      1.0234E+02      1.0000E+00
      4.1368E-03      1.7282E+00      1.6269E+00      2.3092E+00      2.1256E-03      5.0374E+01      1.3711E+02      1.0000E+00
      2.5213E-03      1.0043E+00      1.0000E+00      1.0085E+00      2.5212E-03      8.9997E+01      9.0003E+01      1.0000E+00
      2.5228E-03      1.0046E+00      1.0000E+00      1.0092E+00      2.5227E-03      8.9994E+01      9.0007E+01      1.0000E+00
      2.5212E-03      1.0043E+00      1.0000E+00      1.0085E+00      2.5212E-03      8.9999E+01      9.0001E+01      1.0000E+00
      2.5227E-03      1.0045E+00      1.0000E+00      1.0091E+00      2.5227E-03      8.9996E+01      9.0003E+01      1.0000E+00
      2.5251E-03      1.0052E+00      1.0001E+00      1.0103E+00      2.5248E-03      8.9989E+01      9.0006E+01      1.0000E+00
      2.5254E-03      1.0060E+00      1.0001E+00      1.0116E+00      2.5234E-03      8.9958E+01      9.0068E+01      1.0000E+00
      2.5259E-03      1.0052E+00      1.0001E+00      1.0104E+00      2.5255E-03      8.9990E+01      9.0007E+01      1.0000E+00
      2.5301E-03      1.0063E+00      1.0001E+00      1.0122E+00      2.5279E-03      8.9920E+01      9.0054E+01      1.0000E+00
      2.5154E-03      1.0099E+00      1.0002E+00      1.0164E+00      2.4999E-03      8.9539E+01      9.0621E+01      1.0000E+00
      2.4387E-03      1.0239E+00      1.0020E+00      1.0502E+00      2.3587E-03      8.7489E+01      9.3443E+01      1.0000E+00
      2.5496E-03      1.0127E+00      1.0002E+00      1.0221E+00      2.5338E-03      8.9366E+01      9.0474E+01      1.0000E+00
      2.6179E-03      1.0353E+00      1.0023E+00      1.0553E+00      2.5359E-03      8.6668E+01      9.2400E+01      1.0000E+00
      1.9969E-03      1.1037E+00      1.0315E+00      1.2423E+00      1.7142E-03      8.4402E+01      1.0255E+02      1.0000E+00
